订单号,订单日期,顾客姓名,订单等级,订单数量,销售额,折扣点,运输方式,利润额,单价,运输成本,区域,省份,城市,产品类别,产品子类别,产品名称,产品包箱,运送日期
4647,2013/5/13,杨青烦,中级,6,75.19,0.01,火车,-6.61,11.58,5.72,华南,广东,潮州,办公用品,信封,"Peel & Seel? Recycled Catalog Envelopes, Brown",小型箱子,2013/5/15
4672,2015/11/6,胡巴朗,中级,20,152.44,0.08,火车,-16.64,7.7,3.68,华南,广东,潮州,家具产品,办公装饰品,Deflect-O? Glasstique? Clear Desk Accessories,打包纸袋,2015/11/7
4674,2013/4/18,邱明中,中级,23,3041.33,0.02,大卡,-260.41,130.98,30,华南,广东,潮州,家具产品,椅子,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",巨型木箱,2013/4/19
4675,2014/11/24,刘波,其它,4,17.89,0,火车,-1.15,3.98,0.7,华南,广东,潮州,办公用品,笔、美术用品,4009? Highlighters by Sanford,打包纸袋,2014/11/26
4676,2015/8/31,曹苑,高级,11,1210.0515,0.04,火车,-104.247,125.99,7.69,华南,广东,潮州,技术产品,电话通信产品,Timeport L7089,小型箱子,2015/9/1
4676,2015/8/31,曹苑,高级,50,187.83,0.03,火车,85.96,3.75,0.5,华南,广东,潮州,办公用品,标签,Avery 510,小型箱子,2015/9/2
4676,2015/8/31,曹苑,高级,3,49.59,0.07,空运,-8.38,12.28,6.47,华东,江西,南昌,办公用品,纸张,Xerox 1881,小型箱子,2015/9/2
4676,2015/8/31,曹苑,高级,30,4253.009,0.01,火车,1115.694,155.99,8.99,华南,广东,潮州,技术产品,电话通信产品,LX 788,小型箱子,2015/9/1
4705,2016/3/21,胡婕,其它,16,123.85,0.09,火车,-71.44,7.98,6.5,华北,北京,北京 ,办公用品,容器，箱子,Iris Project Case,中型箱子,2016/3/23
4706,2016/12/28,夏季 ,其它,30,2116.7,0.02,火车,488.818,67.28,19.99,华北,内蒙古,呼和浩特,办公用品,夹子及其配件 ,Catalog Binders with Expanding Posts,小型箱子,2016/12/30
4708,2013/9/30,郎雨生,中级,29,180.38,0.08,火车,-119.32,6.48,7.49,华南,广东,潮州,办公用品,纸张,Xerox 220,小型箱子,2013/10/2
4737,2014/3/10,张宏波,其它,49,314.21,0,火车,49.77,5.88,3.04,西北,甘肃,兰州,办公用品,纸张,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",打包纸袋,2014/3/11
4738,2016/4/7,唐晨,高级,2,10.39,0.02,火车,-7.97,4.71,0.7,华南,广东,潮州,办公用品,橡皮筋,Plymouth Boxed Rubber Bands by Plymouth,打包纸袋,2016/4/8
4739,2014/2/20,吴敏敏,低级,16,48.57,0.04,火车,4.21,2.94,0.7,华北,北京,北京 ,办公用品,笔、美术用品,Newell 338,打包纸袋,2014/2/24
4741,2016/7/6,贺军翔,其它,40,342.97,0.09,火车,-131.63,8.75,8.54,西北,陕西,西安,家具产品,办公装饰品,"Eldon? 400 Class? Desk Accessories, Black Carbon",小型包裹,2016/7/7
4743,2014/3/30,宋小俊,低级,29,352.55,0.09,火车,128.9875,12.97,1.49,华北,内蒙古,呼和浩特,办公用品,夹子及其配件 ,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",小型箱子,2014/4/3
4743,2014/3/30,宋小俊,低级,32,719.64,0.01,火车,-245.62,20.89,11.52,东北,辽宁,大连,办公用品,容器，箱子,"Iris? 3-Drawer Stacking Bin, Black",小型箱子,2014/4/6
4769,2015/4/13,姚子扬,其它,41,117.4,0.01,火车,48.63,2.88,0.5,华南,海南,海口,办公用品,标签,Avery 49,小型箱子,2015/4/14
4771,2016/12/13,邱晓文,中级,4,135.928,0.04,大卡,-126.47,31.76,45.51,华南,湖北,黄石,家具产品,桌子,Hon iLevel? Computer Training Table,巨型纸箱,2016/12/15
4772,2013/9/13,蒙晓平 ,中级,28,1560.617,0.04,火车,214.29,65.99,8.99,华东,Jiangsu,南京,技术产品,电话通信产品,i270,小型箱子,2013/9/14
4773,2015/12/22,王燕生,中级,48,6746.312,0.07,大卡,-433.290143,179.29,29.21,华南,湖南,长沙,家具产品,桌子,"Bevis Round Conference Table Top, X-Base",巨型纸箱,2015/12/24
4773,2015/12/22,王燕生,中级,26,311.38,0.06,火车,34.12,11.58,5.72,华南,广东,潮州,办公用品,信封,"Peel & Seel? Recycled Catalog Envelopes, Brown",小型箱子,2015/12/23
4774,2014/4/19,何薇,中级,4,126.87,0.08,火车,-125.99,32.98,5.5,东北,吉林,长春,技术产品,电脑配件,PC Concepts 116 Key Quantum 3000 Keyboard,小型箱子,2014/4/20
4800,2016/1/5,高丽娜,低级,4,41.94,0.05,火车,-26.174,8.04,8.94,西北,陕西,西安,办公用品,夹子及其配件 ,"Fellowes Twister Kit, Gray/Clear, 3/pkg",小型箱子,2016/1/12
4800,2016/1/5,高丽娜,低级,17,89.25,0.01,火车,40.88,4.91,0.5,华南,广东,潮州,办公用品,标签,Avery 493,小型箱子,2016/1/12
4800,2016/1/5,高丽娜,低级,7,79.81,0.07,火车,-4.28,11.55,2.36,华北,北京,北京 ,办公用品,笔、美术用品,Newell 309,打包纸袋,2016/1/10
4804,2016/1/27,包广宇,高级,13,463.83,0,火车,103.26,33.98,1.99,华北,内蒙古,呼和浩特,技术产品,电脑配件,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",小型包裹,2016/1/28
4805,2016/4/24,王仲奇,其它,7,55.38,0.02,火车,-25.95,6.48,7.37,华北,山西,太原,办公用品,纸张,Xerox 210,小型箱子,2016/4/27
4835,2013/10/24,杨波,中级,3,9.4,0.04,火车,-7.6,2.52,1.92,华北,内蒙古,呼和浩特,办公用品,剪刀，尺子，锯,Letter Slitter,打包纸袋,2013/10/24
4839,2013/5/9,聂帅,中级,24,159.43,0.05,火车,-120.59,6.48,8.73,华北,内蒙古,呼和浩特,办公用品,纸张,Xerox 227,小型箱子,2013/5/9
4864,2016/11/10,李文峰,低级,16,4901.99,0.04,火车,1724.6755,315.98,19.99,华北,山西,太原,办公用品,夹子及其配件 ,GBC ProClick? 150 Presentation Binding System,小型箱子,2016/11/14
4870,2013/8/5,赵磊,中级,44,17248.09,0.08,大卡,2048.63,400.98,42.52,东北,辽宁,大连,家具产品,桌子,Bretford CR8500 Series Meeting Room Furniture,巨型纸箱,2013/8/6
4871,2015/6/11,丁义 ,中级,8,775.74,0.02,大卡,-215.39,89.99,42,东北,辽宁,大连,家具产品,椅子,"Global Leather Task Chair, Black",巨型木箱,2015/6/13
4871,2015/6/11,丁义 ,中级,26,238.34,0.06,火车,-19.31,9.31,3.98,东北,辽宁,大连,办公用品,剪刀，尺子，锯,Acme? Forged Steel Scissors with Black Enamel Handles,小型包裹,2015/6/14
4896,2016/8/21,傅飞,中级,25,831.52,0.07,火车,259.47,35.41,1.99,东北,吉林,长春,技术产品,电脑配件,Imation DVD-RAM discs,小型包裹,2016/8/21
4896,2016/8/21,傅飞,中级,10,1089.87,0.06,空运,-124.509,125.99,5.99,东北,辽宁,大连,技术产品,电话通信产品,i600,小型箱子,2016/8/23
4896,2016/8/21,傅飞,中级,21,121.3,0.05,火车,-64.8715,5.8,5.59,东北,黑龙江,齐齐哈尔,办公用品,夹子及其配件 ,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,小型箱子,2016/8/23
4931,2013/11/16,包婧,中级,22,168.31,0.1,火车,46.49,8.17,1.69,东北,黑龙江,齐齐哈尔,办公用品,纸张,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",打包纸袋,2013/11/16
4931,2013/11/16,包婧,中级,45,4282.725,0.03,火车,1371.744,110.99,2.5,西南,四川,自贡,技术产品,电话通信产品,T18,小型箱子,2013/11/18
4932,2014/8/9,夏虎,中级,11,109.37,0.07,火车,25.96,10.31,1.79,华南,海南,海口,办公用品,纸张,Speediset Carbonless Redi-Letter? 7" x 8 1/2",打包纸袋,2014/8/11
4935,2014/5/24,王曦敏,其它,30,106.64,0.1,火车,-31.95,3.68,1.32,华南,广西,柳州,办公用品,剪刀，尺子，锯,"*Staples* vLetter Openers, 2/Pack",打包纸袋,2014/5/27
4960,2015/2/25,胡文,低级,4,40.87,0.04,空运,-16.38,6.48,8.74,华南,河南,郑州,办公用品,纸张,Xerox 1984,小型箱子,2015/2/27
4960,2015/2/25,胡文,低级,30,8363.65,0.09,大卡,763.33,300.98,64.73,华南,海南,海口,家具产品,椅子,"Global Leather and Oak Executive Chair, Black",巨型木箱,2015/3/1
4965,2014/10/20,武骏,低级,14,1068.79,0.07,火车,56.05,76.72,19.95,华南,广西,柳州,办公用品,家用电器,Honeywell Enviracaire? Portable Air Cleaner for up to 8 x 10 Room,大型箱子,2014/10/20
4965,2014/10/20,武骏,低级,46,287.13,0,火车,-186.31,5.78,7.96,华北,天津,天津 ,办公用品,纸张,Xerox 196,小型箱子,2014/10/25
4996,2016/9/13,谢国平,中级,30,4305.79,0,火车,1020.32,142.86,19.99,西北,甘肃,兰州,办公用品,容器，箱子,Letter Size Cart,小型箱子,2016/9/14
5028,2016/4/16,谢仲瑜,高级,10,79.68,0.06,火车,18.24,7.7,3.68,华东,浙江,温州,家具产品,办公装饰品,Deflect-O? Glasstique? Clear Desk Accessories,打包纸袋,2016/4/18
5059,2014/11/9,修仕辉,高级,5,41.18,0.1,空运,-19.3085,5.44,7.46,华东,浙江,温州,办公用品,夹子及其配件 ,Wilson Jones Custom Binder Spines & Labels,小型箱子,2014/11/11
5061,2014/8/13,谭北平,中级,4,12.8,0,火车,-2.21,2.88,0.7,华东,浙江,温州,办公用品,笔、美术用品,Newell 346,打包纸袋,2014/8/15
5092,2015/10/29,黄博,低级,3,709.04,0.1,大卡,-337.92,220.98,64.66,华东,江西,南昌,家具产品,书架,"Bush Cubix Collection Bookcases, Fully Assembled",巨型纸箱,2015/10/29
5092,2015/10/29,黄博,低级,25,978.77,0.06,火车,220.91,38.76,13.26,华东,安徽,芜湖,办公用品,纸张,Xerox 1892,小型箱子,2015/11/3
5094,2014/3/28,王涛,其它,2,79.58,0.06,火车,-38.28,37.44,4.27,华东,安徽,芜湖,办公用品,笔、美术用品,"Sanford Prismacolor? Professional Thick Lead Art Pencils, 36-Color Set",打包纸袋,2014/3/30
5095,2016/4/21,郭晓文,高级,7,786.675,0.01,火车,-315.029,125.99,8.8,华南,湖北,黄石,技术产品,电话通信产品,StarTAC 6500,小型箱子,2016/4/22
5121,2016/5/10,李文峰,其它,45,1991.703,0.07,火车,559.107,55.99,1.25,华南,广东,潮州,技术产品,电话通信产品,Accessory2,小型包裹,2016/5/11
5153,2015/8/25,杨高宁,中级,37,4896.93,0.04,空运,1467.82,128.24,12.65,华南,广东,潮州,家具产品,椅子,SAFCO Folding Chair Trolley,中型箱子,2015/8/27
5155,2013/6/11,廖智勇,高级,14,569.21,0.01,火车,-38.51,39.98,4,华南,湖北,黄石,技术产品,电脑配件,Microsoft Natural Keyboard Elite,小型箱子,2013/6/12
5188,2015/3/1,夏季 ,其它,24,192.8,0.05,火车,31,8.01,2.87,华南,广东,东莞,办公用品,纸张,"TOPS Money Receipt Book, Consecutively Numbered in Red,",打包纸袋,2015/3/4
5189,2014/11/25,李国平,低级,12,900.06,0.05,火车,-221.12,73.98,14.52,华南,广东,东莞,技术产品,电脑配件,Keytronic French Keyboard,小型箱子,2014/12/2
5189,2014/11/25,李国平,低级,14,2066.63,0.03,火车,65.58,140.85,19.99,华南,广东,东莞,办公用品,容器，箱子,"Fellowes Strictly Business? Drawer File, Letter/Legal Size",小型箱子,2014/11/27
5189,2014/11/25,李国平,低级,8,24.72,0.06,火车,-21.47,2.74,3.5,华南,广东,东莞,办公用品,笔、美术用品,Rogers Handheld Barrel Pencil Sharpener,小型包裹,2014/11/27
5217,2015/10/12,赵磊华,高级,8,339.35,0.03,空运,27.88,40.98,5.33,华北,内蒙古,呼和浩特,办公用品,家用电器,Belkin 8 Outlet Surge Protector,小型箱子,2015/10/12
5217,2015/10/12,赵磊华,高级,11,33.67,0.09,火车,4.08,3.08,0.99,华南,广东,东莞,办公用品,标签,Avery 481,小型箱子,2015/10/14
5221,2015/6/8,金林,其它,48,1347.63,0.07,火车,562.89,28.48,1.99,华南,海南,海口,技术产品,电脑配件,"Memorex 4.7GB DVD+RW, 3/Pack",小型包裹,2015/6/10
5222,2013/5/26,张玉,其它,40,14451.75,0.01,大卡,4503.63,349.45,60,华南,广西,柳州,家具产品,桌子,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",巨型木箱,2013/5/27
5251,2015/4/11,李丹,中级,38,3821.039,0.05,空运,1057.887,115.99,5.99,华东,浙江,温州,技术产品,电话通信产品,2160,小型箱子,2015/4/13
5254,2016/7/25,张颖,其它,31,1735.3515,0.08,火车,258.624,65.99,8.99,华东,浙江,温州,技术产品,电话通信产品,5180,小型箱子,2016/7/27
5281,2015/11/1,艾丽,高级,36,4733.7,0,大卡,624.36,120.98,30,华东,福建,福州,家具产品,椅子,Hon Every-Day? Chair Series Swivel Task Chairs,巨型木箱,2015/11/2
5281,2015/11/1,艾丽,高级,14,2718.07,0.1,火车,1107.53,209.84,21.21,华东,上海,上海,家具产品,办公装饰品,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,大型箱子,2015/11/2
5283,2013/6/3,宋小俊,中级,23,2508.673,0.03,火车,417.465,125.99,7.69,华南,广东,东莞,技术产品,电话通信产品,Timeport L7089,小型箱子,2013/6/5
5284,2015/7/8,曹苑,其它,7,59.38,0.1,火车,-3.0475,8.69,2.99,华南,广东,东莞,办公用品,夹子及其配件 ,"Cardinal Slant-D? Ring Binder, Heavy Gauge Vinyl",小型箱子,2015/7/10
5316,2013/1/30,邱玉红,中级,42,1285.37,0.1,火车,514.07,31.78,1.99,东北,吉林,长春,技术产品,电脑配件,"Memorex 4.7GB DVD-RAM, 3/Pack",小型包裹,2013/2/1
5317,2013/9/8,邱宇华,低级,38,212.57,0.09,空运,9.486,5.34,2.99,华东,安徽,芜湖,办公用品,夹子及其配件 ,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,小型箱子,2013/9/15
5317,2013/9/8,邱宇华,低级,10,1469.48,0.07,大卡,-263.65,140.98,53.48,华北,河北,石家庄,家具产品,书架,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",巨型纸箱,2013/9/15
5317,2013/9/8,邱宇华,低级,25,4279.24,0.06,火车,890.181,205.99,5.26,华北,山西,太原,技术产品,电话通信产品,i470,小型箱子,2013/9/15
5318,2014/4/3,田凤琴,高级,8,1042.25,0.08,火车,195.16,131.12,0.99,华北,山西,太原,办公用品,家用电器,Kensington 7 Outlet MasterPiece? HOMEOFFICE Power Control Center,小型箱子,2014/4/5
5318,2014/4/3,田凤琴,高级,29,5010.7415,0.03,空运,1196.37,200.99,4.2,华北,河北,石家庄,技术产品,电话通信产品,2160i,小型箱子,2014/4/4
5346,2014/12/25,郭明中,中级,34,2932.99,0.07,火车,-1448.83,90.98,56.2,东北,辽宁,大连,家具产品,办公装饰品,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,中型箱子,2014/12/26
5346,2014/12/25,郭明中,中级,45,9194.8,0.1,大卡,-1760.571,218.75,69.64,东北,吉林,长春,家具产品,桌子,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,巨型纸箱,2014/12/27
5346,2014/12/25,郭明中,中级,17,2285.12,0.08,大卡,-455.8,140.98,36.09,东北,黑龙江,齐齐哈尔,家具产品,书架,"Sauder Forest Hills Library, Woodland Oak Finish",巨型纸箱,2014/12/27
5347,2015/2/21,张玲玲,中级,7,525.555,0.04,火车,-60.665,85.99,1.25,东北,黑龙江,齐齐哈尔,技术产品,电话通信产品,Accessory8,小型包裹,2015/2/23
5347,2015/2/21,张玲玲,中级,39,276.029,0.05,火车,-108.185,7.99,5.03,东北,黑龙江,齐齐哈尔,技术产品,电话通信产品,Bell Sonecor JB700 Caller ID,中型箱子,2015/2/24
5347,2015/2/21,张玲玲,中级,1,187.204,0.01,火车,-796.763,205.99,5.26,华南,海南,海口,技术产品,电话通信产品,i470,小型箱子,2015/2/22
5350,2014/10/9, 周游,低级,39,434.73,0.03,火车,-12.2,11.33,6.12,华南,湖北,黄石,办公用品,家用电器,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",中型箱子,2014/10/11
5350,2014/10/9, 周游,低级,50,7017.42,0.08,火车,595.2,140.85,19.99,华南,广西,柳州,办公用品,容器，箱子,"Fellowes Strictly Business? Drawer File, Letter/Legal Size",小型箱子,2014/10/16
5378,2016/10/24,邱伟民,中级,6,54.28,0.01,空运,-11.98,6.24,5.22,华南,广西,柳州,家具产品,办公装饰品,Eldon Expressions Mahogany Wood Desk Collection,小型箱子,2016/10/26
5381,2014/1/28,包若男,低级,47,4888.14,0.07,火车,1545.09,107.53,5.81,华南,河南,郑州,家具产品,办公装饰品,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",中型箱子,2014/2/4
5381,2014/1/28,包若男,低级,27,63.87,0.09,火车,-149.93,2.18,7.09,华南,海南,海口,办公用品,纸张,"Ampad? Evidence? Wirebond Steno Books, 6"" x 9""",打包纸袋,2014/2/4
5382,2016/1/12,郎雨生,低级,30,260.12,0.05,火车,36.54,8.98,4.19,华北,北京,北京 ,家具产品,办公装饰品,Nu-Dell Float Frame 11 x 14 1/2,小型包裹,2016/1/19
5408,2016/7/20,夏建东,低级,20,88.82,0.01,火车,38.35,4.13,0.5,华北,北京,北京 ,办公用品,标签,Avery 506,小型箱子,2016/7/27
5408,2016/7/20,夏建东,低级,11,2392.23,0.04,火车,1216.74,209.84,21.21,西北,甘肃,兰州,家具产品,办公装饰品,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,大型箱子,2016/7/29
5409,2016/1/8,邹庄,低级,11,48.91,0.01,火车,-7.04,3.98,2.97,西北,甘肃,兰州,办公用品,纸张,Unpadded Memo Slips,打包纸袋,2016/1/13
5414,2014/3/24,郎雨生,其它,14,284.62,0.1,空运,-27.08,20.98,5.42,西北,甘肃,兰州,办公用品,容器，箱子,Acco Perma? 3000 Stacking Storage Drawers,小型箱子,2014/3/25
5441,2013/7/20,孙嘉伟,其它,34,226.83,0.02,火车,-92.05,6.48,6.6,西北,甘肃,兰州,办公用品,纸张,Xerox 21,小型箱子,2013/7/22
5441,2013/7/20,孙嘉伟,其它,16,278.92,0.04,火车,6.11,17.15,4.96,华东,浙江,温州,办公用品,容器，箱子,Advantus Rolling Storage Box,小型箱子,2013/7/21
5444,2015/3/17,吴亚灵,中级,2,885.94,0.08,火车,-2024.079,449.99,24.49,华东,浙江,温州,技术产品,复印机、传真机,Canon PC940 Copier,大型箱子,2015/3/19
5445,2014/7/25,王震环,低级,4,29.42,0.06,空运,14.43,3.69,0.5,华东,浙江,温州,办公用品,标签,Avery 52,小型箱子,2014/7/30
5445,2014/7/25,王震环,低级,9,46.48,0.01,火车,-1.82,4.63,1.93,华东,Jiangsu,南京,办公用品,笔、美术用品,"Binney & Smith Crayola? Metallic Colored Pencils, 8-Color Set",打包纸袋,2014/8/1
5446,2013/6/20,韩北平,低级,42,433.68,0.07,火车,44.1,10.98,4.8,华东,上海,上海,办公用品,信封,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",小型箱子,2013/6/27
5472,2014/4/10,贾明波,低级,32,216.08,0,火车,-84.33,6.48,6.65,华东,安徽,芜湖,办公用品,纸张,Xerox 1966,小型箱子,2014/4/12
5472,2014/4/10,贾明波,低级,27,339.03,0.09,火车,-24.44,13.48,4.51,华东,安徽,芜湖,办公用品,容器，箱子,"Tenex Personal Project File with Scoop Front Design, Black",小型箱子,2014/4/14
5472,2014/4/10,贾明波,低级,12,1098.149,0.09,火车,-182.974,115.99,5.92,华东,福建,福州,技术产品,电话通信产品,8890,小型箱子,2014/4/12
5473,2016/3/24,秦雯晴,其它,42,355.69,0.09,火车,-149.46,8.74,8.29,华东,Jiangsu,南京,办公用品,信封,#10- 4 1/8" x 9 1/2" Recycled Envelopes,小型箱子,2016/3/26
5504,2014/1/5,任东霖,高级,6,49.55,0.06,空运,-20.33,5.78,7.64,华南,广东,东莞,办公用品,纸张,HP Office Recycled Paper (20Lb. and 87 Bright),小型箱子,2014/1/7
5504,2014/1/5,任东霖,高级,15,606.56,0.04,火车,20.232,45.99,4.99,华南,广东,东莞,技术产品,电话通信产品,KF 788,小型箱子,2014/1/7
5506,2014/11/7,吕琳,中级,22,129.62,0.05,火车,4.41,5.88,3.04,华南,广东,东莞,办公用品,纸张,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",打包纸袋,2014/11/8
5509,2013/4/7,谢语乔,低级,11,68.46,0.02,火车,-22.48,5.58,5.3,华南,湖南,长沙,办公用品,信封,Staples Brown Kraft Recycled Clasp Envelopes,小型箱子,2013/4/12
5509,2013/4/7,谢语乔,低级,21,885.23,0.03,火车,78.98,40.89,18.98,华南,湖南,长沙,家具产品,办公装饰品,Eldon Executive Woodline II Cherry Finish Desk Accessories,小型箱子,2013/4/14
5510,2014/1/7,朱华强,中级,12,116.38,0.08,火车,29.68,9.68,2.03,华南,广东,东莞,办公用品,纸张,"Wirebound Service Call Books, 5 1/2"" x 4""",打包纸袋,2014/1/10
5511,2013/11/28,谢鸣,中级,46,129.44,0.02,空运,-5.54,2.58,1.3,华南,广东,东莞,办公用品,笔、美术用品,DIXON Oriole? Pencils,打包纸袋,2013/11/29
5511,2013/11/28,谢鸣,中级,32,1829.387,0.02,火车,482.445,65.99,3.9,华南,广东,东莞,技术产品,电话通信产品,StarTAC Series,小型箱子,2013/11/29
5538,2014/12/24,肖泽宇,中级,43,1281.28,0.05,火车,415.854,29.17,6.27,华南,广东,东莞,办公用品,夹子及其配件 ,Binding Machine Supplies,小型箱子,2014/12/26
5538,2014/12/24,肖泽宇,中级,13,1940.31,0.03,大卡,-668.187,146.05,80.2,华南,广东,东莞,家具产品,桌子,BPI Conference Tables,巨型纸箱,2014/12/25
5538,2014/12/24,肖泽宇,中级,4,430.848,0.06,火车,-492.767,125.99,5.63,华南,湖北,黄石,技术产品,电话通信产品,8290,小型箱子,2014/12/27
